,ACH-000036,ACH-000040,ACH-000055,ACH-000067,ACH-000075,ACH-000095,ACH-000098,ACH-000215,ACH-000137,ACH-000152,ACH-000490,ACH-000200,ACH-000591,ACH-000211,ACH-000673,ACH-000231,ACH-000232,ACH-000244,ACH-000760,ACH-000273,ACH-000323,ACH-000329,ACH-001067,ACH-000025,ACH-000368,ACH-000376,ACH-000389,ACH-000437,ACH-000445,ACH-000464,ACH-000469,ACH-000504,ACH-000570,ACH-000571,ACH-001053,ACH-000592,ACH-001054,ACH-000622,ACH-000623,ACH-000655,ACH-000738,ACH-000756,ACH-001232,ACH-000776,ACH-000819,ACH-000128,ACH-000887,ACH-000676,ACH-001329,ACH-001173
ACH-000368,0.7172278303898904,0.7161949523174351,0.669182922392032,0.7047082510193684,0.6545478870149227,0.7216205184952557,0.7083570006734796,0.7508611145134911,0.6800251143192625,0.7268791928873581,0.7260708452892292,0.6316530626436723,0.7056661455954131,0.7385022382116162,0.7572664110579407,0.7595218979414965,0.7433081265022865,0.6339191804186846,0.7267126220506164,0.7220528793845685,0.6998950359286173,0.71915641152718,0.6993286015768587,0.7158051629482857,1.0,0.7460943498019842,0.6894425019407362,0.7453858687117022,0.6831007084880283,0.6937585355643157,0.735065633718484,0.6963411995717599,0.7274842564976616,0.7136809705283692,0.6584010101500122,0.6912416973593929,0.7049045144616732,0.6821179487808283,0.7310889598231398,0.6984942840550747,0.7308861583449612,0.6803667588411307,0.7238820686622555,0.6691003129643979,0.7124490713197705,0.688668215904615,0.7379137688599139,0.7173774564059943,0.7486195508181154,0.7470663540060456
ACH-000376,0.7538540978927252,0.7548892509442748,0.7214864176814857,0.7378884221353544,0.6922521338987997,0.7710119084238741,0.7496543575967073,0.8145038168751592,0.7200308228549369,0.7699506196971817,0.779507876095633,0.6638874483897179,0.7169589524700564,0.7886995893566012,0.8076438732107116,0.8114554398768623,0.7960960018558513,0.653016562962152,0.7879105082445388,0.7766613004103968,0.7394108890596001,0.7708935080982146,0.7364886548724675,0.7545460126037097,0.7460943498019842,1.0,0.7210539696773304,0.7954220011016345,0.7001178441261688,0.7223126799523365,0.7729016935245004,0.7496584795222669,0.7865770588615223,0.7594002643085067,0.7016213640570632,0.7374036225275132,0.7608524891257396,0.7367029515233051,0.7620927391101934,0.7588914941958099,0.7931907434876319,0.7070047002958526,0.7746790286631734,0.7160380529262532,0.7556869643904605,0.7226893102982272,0.790092409119781,0.778568514048892,0.7945851717397044,0.7929837342691948
ACH-000389,0.7180383483942235,0.7057821857334071,0.6574966818200316,0.6974602885329736,0.6547707799650818,0.7309883390436956,0.713052418192274,0.746600206236069,0.6785418957866853,0.7104451384662034,0.7139526225675613,0.6393721406891862,0.6680458522535151,0.7366406497618553,0.7406552253174068,0.7335203120541279,0.7300832892969248,0.628692167525612,0.7155528573686966,0.7167144770680967,0.6882419828052497,0.7142556240246536,0.686408201769873,0.6899027735204245,0.6894425019407362,0.7210539696773304,1.0,0.7432638958445273,0.6785929261702905,0.6675683836431824,0.7174014000244939,0.6803782998477469,0.712370513157722,0.7197440776377388,0.6469273780333112,0.7080215146808176,0.6979431255621231,0.674551115108204,0.7083889807599506,0.7095093318574581,0.7138893558563887,0.6781510212217814,0.704282816892158,0.683097494876635,0.711638117215714,0.6711990945050051,0.7382018356245253,0.7063536756177472,0.7602709299992249,0.7478474523658412
ACH-000437,0.7795604603054928,0.7688771703483106,0.7279168677974559,0.7594868551589677,0.6952607256364738,0.7943554522588083,0.7625469182887706,0.8307758434971071,0.7204877360695574,0.7767506223161709,0.7803722057008198,0.6892857354300939,0.7233102128587289,0.8023495261593055,0.822324839618229,0.818315579234723,0.8029631990907284,0.6686751289461924,0.7854540315500437,0.7900478349828637,0.7497486713583985,0.7828328392980358,0.7519135992737893,0.7633120864265169,0.7453858687117022,0.7954220011016345,0.7432638958445273,1.0,0.7332316575873115,0.7294543790877019,0.785834526861556,0.7430499328733585,0.7859730843965909,0.7903965881644879,0.7048617602058237,0.7719207401797888,0.756934440573806,0.7391796294465676,0.7818423246203858,0.757191036211533,0.7811878762008528,0.7360239500386876,0.7805337313086967,0.7378958397977246,0.7529561409215748,0.7313724092257979,0.8097624066768385,0.78410949287242,0.8250550992092592,0.8052299768742754
ACH-000445,0.6991406125743129,0.6979308824677423,0.663514154035534,0.6969884725798727,0.6413571529073971,0.7243552765517012,0.7271678302325412,0.738374454604034,0.6805856945465795,0.7155780146022835,0.7102929230406096,0.6376414759265311,0.6687948211723986,0.7332171708667039,0.7374218281859329,0.7311350370038222,0.7219349586947346,0.6064985690730363,0.7170507596534949,0.714670868454888,0.6997927076044455,0.707565813965604,0.693939296988438,0.7077471515392647,0.6831007084880283,0.7001178441261688,0.6785929261702905,0.7332316575873115,1.0,0.64318273992517,0.7161519767462611,0.6834687746382423,0.7056029229007058,0.7011829556932018,0.6594451290561036,0.7034066622404171,0.697408719425691,0.6662853557077933,0.7154984567456681,0.7033631920129406,0.7176359697157142,0.6898198879989753,0.7038548259476813,0.6789355066409084,0.7083466545239276,0.6767874438554647,0.7496513366073301,0.7140283323646531,0.7503445602195805,0.7520814791395662
ACH-000464,0.6956217013872158,0.6887835296195259,0.6540044719114718,0.68381143813655,0.6296830680904237,0.6973582913184979,0.6776383892705217,0.728715975661883,0.6521547872702737,0.7070840316854975,0.6995760567306027,0.6063857670427983,0.6643775879603303,0.700946774388911,0.7383173229447515,0.7375191372768073,0.7107687987625709,0.6150865102298775,0.7134176023066501,0.6894283152766728,0.6730518333313551,0.7083810978281962,0.6755282195277141,0.6859104158712226,0.6937585355643157,0.7223126799523365,0.6675683836431824,0.7294543790877019,0.64318273992517,1.0,0.7044008618472647,0.6719323586250924,0.7064180003288552,0.6898336186341476,0.6351325600410153,0.6744637456131007,0.6755716331139504,0.6616829889136244,0.6937528358230313,0.6789032954686882,0.7047839318133602,0.6534669550540263,0.7082394493236167,0.6677926172381778,0.6817883899188469,0.6639611533183798,0.71989402722428,0.7090542127360935,0.7340601790591585,0.7218434171172199
ACH-000469,0.7565985476886777,0.7556014372717226,0.7111856575199548,0.7365564023747263,0.6790714736449173,0.7650649524238573,0.7562989791234813,0.7926393637180318,0.7147442084311437,0.7553973155816329,0.7641391793131685,0.6601881296683211,0.733845165855941,0.7952048110261426,0.7936507671711551,0.7933659224174021,0.7787207934767694,0.6644242941079289,0.7581093873591039,0.7666039516457435,0.7366880701311889,0.7598360181903162,0.7546536148225559,0.7510341405448104,0.735065633718484,0.7729016935245004,0.7174014000244939,0.785834526861556,0.7161519767462611,0.7044008618472647,1.0,0.7291969279162771,0.764901428583748,0.7866043572985344,0.6915336462042848,0.7495863874446926,0.7467064677991143,0.7165122737004199,0.76547838169538,0.7621464525281486,0.7790367874489117,0.7061191145127295,0.7621531357825897,0.7373818766981011,0.7464056418240823,0.7093834546457322,0.7833392135287641,0.7546502491404745,0.8000362750809571,0.7960019634278858
ACH-000504,0.710934216932598,0.7146681854841678,0.6850806326400127,0.6984245654757746,0.6609567856246824,0.7435245974045378,0.7259965161800132,0.7613537192816103,0.6955820717740722,0.731968916867387,0.7274144458941384,0.6348775041445862,0.6782203442005191,0.7426549972930586,0.7660039874478921,0.7627553926479969,0.7486363356744664,0.6294009242516118,0.7370663292101776,0.7409808274910376,0.6966568464068074,0.7277839342681078,0.701258695184745,0.7160835808756228,0.6963411995717599,0.7496584795222669,0.6803782998477469,0.7430499328733585,0.6834687746382423,0.6719323586250924,0.7291969279162771,1.0,0.7196627016700404,0.7182821076287391,0.6643994341606334,0.7200368406762961,0.7196250019331206,0.6861522752661819,0.7201933590181223,0.7188483916837324,0.7337782218984739,0.6892745026655802,0.7337278887281724,0.674190428853061,0.7108845331422252,0.6866354374028674,0.7493929056201559,0.7289590858467294,0.7654219732421104,0.7479765310580421
ACH-000570,0.74610300077385,0.7532139147906756,0.7010196411121951,0.7364718135663332,0.6849979698884132,0.7638127762928896,0.7552986374527898,0.79140235154119,0.7094897929530256,0.7607017264726571,0.7503820872882451,0.6688362394330323,0.7213924829572049,0.7781051049327491,0.7947960490004976,0.7978694569471003,0.779252983018564,0.6538251587877117,0.7608054443301213,0.7583268058136727,0.7362649958505438,0.747348151517992,0.7348760254990505,0.7368588853302924,0.7274842564976616,0.7865770588615223,0.712370513157722,0.7859730843965909,0.7056029229007058,0.7064180003288552,0.764901428583748,0.7196627016700404,1.0,0.7546178615806736,0.6908421640417052,0.7357020950972074,0.7396058955876005,0.7268451174907204,0.7628105743731021,0.7407339944174786,0.7879013438512668,0.7100540937458436,0.7600912976686865,0.7229281038058019,0.744062789694703,0.7202055067785488,0.7832864150619321,0.7538658319803583,0.7929785302814449,0.7869632106617476
ACH-000571,0.7474983303188731,0.7466733704937155,0.7152413554808272,0.7217517521506852,0.6782913203231952,0.7785264382909644,0.7561982666725867,0.805288472358553,0.7227845725086215,0.7463707174036874,0.7588098427022149,0.654735320075034,0.7096814093698779,0.7874924382722204,0.788877947508304,0.7747155327740439,0.7837670694141707,0.6407273386757716,0.7654985439640245,0.761093177327309,0.7346584916925698,0.7542684568010076,0.7436172202428148,0.7384801191325889,0.7136809705283692,0.7594002643085067,0.7197440776377388,0.7903965881644879,0.7011829556932018,0.6898336186341476,0.7866043572985344,0.7182821076287391,0.7546178615806736,1.0,0.6889937187972511,0.7560068171347969,0.7405503640717535,0.7179693217964194,0.7540510489706128,0.7613143156769484,0.760672273994856,0.7257386656613471,0.7410788071963764,0.7432161220475254,0.7606258012039883,0.7088586379099509,0.7928976166775518,0.7604570075017153,0.8043816208513378,0.7948952958349953
ACH-001053,0.668256276289809,0.6832962113537201,0.6607567416623691,0.6700532779114184,0.6198667306085951,0.7337314733794124,0.6939944586107272,0.7158348253937676,0.6597175628960429,0.6966934664669808,0.6896317396794756,0.5908441328623956,0.6472307890113892,0.713838976649174,0.7177414354956687,0.7141745788615708,0.7061426082757442,0.5757429530752567,0.6948064704312505,0.7010829815630355,0.6796647902088777,0.6795319997497294,0.6653003223091869,0.683300482535553,0.6584010101500122,0.7016213640570632,0.6469273780333112,0.7048617602058237,0.6594451290561036,0.6351325600410153,0.6915336462042848,0.6643994341606334,0.6908421640417052,0.6889937187972511,1.0,0.6829151167595398,0.7257401404216408,0.6661253566290742,0.6845510758147506,0.6849550224579901,0.697595736379579,0.6523711054240287,0.6832008994884311,0.6559567535275326,0.6857425546746605,0.6686369942653373,0.7218816256727238,0.7136825021592509,0.7190028063419525,0.7100502514937118
ACH-000592,0.7324013465137492,0.7323805848769993,0.7068561322029441,0.7343074093899364,0.6896898469010132,0.773704689644338,0.7770644094969902,0.7905225763974466,0.7408936719193125,0.757659713450368,0.7650845619470255,0.6794655008773933,0.695511607954042,0.7817607679059724,0.7821293880462317,0.776733951018059,0.7682647418910679,0.6375896962363575,0.7593795496968705,0.7408811348146824,0.7250594997511374,0.746628875679631,0.7280081926562283,0.7368810886529267,0.6912416973593929,0.7374036225275132,0.7080215146808176,0.7719207401797888,0.7034066622404171,0.6744637456131007,0.7495863874446926,0.7200368406762961,0.7357020950972074,0.7560068171347969,0.6829151167595398,1.0,0.7378718969209478,0.7044226444826188,0.7390729781066409,0.7589638309264544,0.776693038130811,0.7173070589889281,0.7471042609153483,0.7255226762128055,0.7646616115319591,0.7154932970470751,0.7936371328122391,0.7628047571849116,0.8081098182436766,0.8106337401424476
ACH-001054,0.7277991156798602,0.7307470153615745,0.717774347876994,0.7116984021083427,0.6664695565152084,0.786188933945833,0.7396733522833039,0.7805425394900866,0.7047922661137941,0.7517189874998415,0.7471520418106654,0.6410092123281864,0.6872894484618314,0.7784332241537271,0.7795547538126167,0.776929595072715,0.7592575226836067,0.6293203608445246,0.752929472403364,0.7618936450406989,0.7219064079269621,0.7344203824537864,0.7219194641867389,0.7357442175838508,0.7049045144616732,0.7608524891257396,0.6979431255621231,0.756934440573806,0.697408719425691,0.6755716331139504,0.7467064677991143,0.7196250019331206,0.7396058955876005,0.7405503640717535,0.7257401404216408,0.7378718969209478,1.0,0.70740173435183,0.7347067524599831,0.74489666463812,0.7535383546022199,0.7010236447164316,0.7484512762509298,0.6958199219309527,0.7258066402474085,0.7094057896441249,0.7759094598895685,0.7675525358772773,0.7655445832274403,0.7743728358002283
ACH-000622,0.700262273118032,0.7091143733652135,0.6729163389897928,0.6884967365893933,0.6477562364870485,0.7397662765861016,0.7105920870076162,0.7451702360739157,0.6718572740540464,0.7042752332665665,0.7147255177630977,0.6230523955096141,0.6659589996175121,0.738151917769338,0.7464595522244412,0.7473986299037966,0.7478673999146453,0.6117879176421266,0.7298841754851908,0.7255602952748166,0.6901982612178935,0.7137290646721931,0.6813129251754749,0.6965727094219015,0.6821179487808283,0.7367029515233051,0.674551115108204,0.7391796294465676,0.6662853557077933,0.6616829889136244,0.7165122737004199,0.6861522752661819,0.7268451174907204,0.7179693217964194,0.6661253566290742,0.7044226444826188,0.70740173435183,1.0,0.7125757325865074,0.7007968934441874,0.7323476967714622,0.6603657407737842,0.7084144138970434,0.6714765736851056,0.7135453540808141,0.6948847154106113,0.7416753253676162,0.7306098363074198,0.753860549810223,0.7329693744633677
ACH-000623,0.7450610146258365,0.7335906066672802,0.7020986741669658,0.7265313810631178,0.6735791582544858,0.7733850063345321,0.7472019303204092,0.7841717357617501,0.7084801251075094,0.7498653578662379,0.7441421483447848,0.6586204461472266,0.7411712279299644,0.7761380016770142,0.7897576667096324,0.7942571577968284,0.7670463736933184,0.6391037585736046,0.7625722764678914,0.7590213001090862,0.7310506050652066,0.7560443819049445,0.7322050784619544,0.7253243865020395,0.7310889598231398,0.7620927391101934,0.7083889807599506,0.7818423246203858,0.7154984567456681,0.6937528358230313,0.76547838169538,0.7201933590181223,0.7628105743731021,0.7540510489706128,0.6845510758147506,0.7390729781066409,0.7347067524599831,0.7125757325865074,1.0,0.7472358524900624,0.7700888263480951,0.7212132980866082,0.7564008719510392,0.7034616063775497,0.7407682485248123,0.7003920579714827,0.7742457600372518,0.7453477691655293,0.797854950951858,0.7934488450213715
ACH-000655,0.7218799942730466,0.7265858101556328,0.7220956227325384,0.7262492780663733,0.6824579677847386,0.7613211055526079,0.740198409252455,0.7898544967654091,0.7120424104851938,0.769615685989225,0.7688879074088296,0.6493263535846783,0.7147072248046711,0.7817258727039309,0.7846002472496225,0.7888577787338189,0.7624851063665591,0.6352234485016538,0.7661109404639161,0.7535362105461919,0.7316341609726363,0.7406050891806564,0.7355465297724713,0.7385322561006611,0.6984942840550747,0.7588914941958099,0.7095093318574581,0.757191036211533,0.7033631920129406,0.6789032954686882,0.7621464525281486,0.7188483916837324,0.7407339944174786,0.7613143156769484,0.6849550224579901,0.7589638309264544,0.74489666463812,0.7007968934441874,0.7472358524900624,1.0,0.7840340251136382,0.7192156137680692,0.7530723895726453,0.7458754074659598,0.7437181008627474,0.7106924749607523,0.7959487330514079,0.7805986326959056,0.7840128757405923,0.8172645216834299
ACH-000738,0.7415461260251233,0.7598783415922753,0.7249464340371126,0.7414566739397106,0.6979132628014307,0.7770962104853756,0.7665875953349066,0.8163518496936674,0.7363820434623423,0.7771988712955656,0.7890640869530141,0.6879472361066638,0.7400803579414762,0.8145977950833364,0.8013528575332921,0.8078485533899642,0.7833030217431841,0.6549189061757482,0.786728075177342,0.7673074707270281,0.7440416270612362,0.7597064650700358,0.7418691354490371,0.7638096397630336,0.7308861583449612,0.7931907434876319,0.7138893558563887,0.7811878762008528,0.7176359697157142,0.7047839318133602,0.7790367874489117,0.7337782218984739,0.7879013438512668,0.760672273994856,0.697595736379579,0.776693038130811,0.7535383546022199,0.7323476967714622,0.7700888263480951,0.7840340251136382,1.0,0.719001423609587,0.7768445099630162,0.7380940514307087,0.7776727195386637,0.7352374616010448,0.810779963144325,0.7867015781385069,0.8076970384535064,0.8306462657553622
ACH-000756,0.699574643694011,0.6903171163693298,0.6816404343422316,0.6791433332592719,0.6504600286185911,0.7269450845099863,0.7213797307035014,0.7631148316273046,0.7035196469962303,0.7182018200637602,0.719934510312107,0.6308969100652477,0.6746374225796514,0.7336483080028291,0.7417466702479812,0.7326202720278749,0.7299033515178939,0.6090364712109854,0.7214235161398167,0.7186556363286852,0.6928640668537279,0.6962705081174813,0.7008265144741819,0.7026660193323567,0.6803667588411307,0.7070047002958526,0.6781510212217814,0.7360239500386876,0.6898198879989753,0.6534669550540263,0.7061191145127295,0.6892745026655802,0.7100540937458436,0.7257386656613471,0.6523711054240287,0.7173070589889281,0.7010236447164316,0.6603657407737842,0.7212132980866082,0.7192156137680692,0.719001423609587,1.0,0.7072703966118472,0.6859757419648993,0.72354839522144,0.6679903670887398,0.7608470393480321,0.716725379652811,0.7579093701373428,0.7747450444803116
ACH-001232,0.7553158401155403,0.7439270999454772,0.709318140031544,0.7393443916678031,0.6755875140449674,0.7681667613065173,0.740249730600765,0.7971567048562064,0.7086630759804425,0.7725115811806157,0.7592730661038619,0.6637558368594323,0.7254363166306814,0.7852133824288591,0.8104714589645886,0.8110153374245296,0.7756100289143688,0.6506414689787176,0.7644989088071588,0.766441829723352,0.7406915863632278,0.7557788787059071,0.7336429487721655,0.7617441802390431,0.7238820686622555,0.7746790286631734,0.704282816892158,0.7805337313086967,0.7038548259476813,0.7082394493236167,0.7621531357825897,0.7337278887281724,0.7600912976686865,0.7410788071963764,0.6832008994884311,0.7471042609153483,0.7484512762509298,0.7084144138970434,0.7564008719510392,0.7530723895726453,0.7768445099630162,0.7072703966118472,1.0,0.7114931909023328,0.7282587232915855,0.7126993204513778,0.7826605837319703,0.7624797803661113,0.7985356771110139,0.7970946599762134
ACH-000776,0.7148004114788876,0.7041119291629075,0.6796718252682047,0.6965384005339046,0.6561262286206682,0.7289884772578218,0.7239246911675122,0.7601670583776763,0.6887486861702337,0.723147672062171,0.72206361284128,0.6219014845672597,0.6975153777905363,0.7417507645475767,0.7415344660002796,0.7430625184516948,0.7330344839923094,0.6153664025158234,0.72017131971016,0.7094891900388888,0.6994572231352844,0.7069101073716112,0.7160828088637915,0.7113734183070659,0.6691003129643979,0.7160380529262532,0.683097494876635,0.7378958397977246,0.6789355066409084,0.6677926172381778,0.7373818766981011,0.674190428853061,0.7229281038058019,0.7432161220475254,0.6559567535275326,0.7255226762128055,0.6958199219309527,0.6714765736851056,0.7034616063775497,0.7458754074659598,0.7380940514307087,0.6859757419648993,0.7114931909023328,1.0,0.7193360649070937,0.6845036905313014,0.7650124691188439,0.7299577507251142,0.7589841888755194,0.763919599100657
ACH-000819,0.7201991608718957,0.7302116812255821,0.7059872120672918,0.7134407071276472,0.6912454731068296,0.7547231697391258,0.7685452643293853,0.784887790448809,0.7430170799730929,0.7396500802589964,0.7582032174817663,0.6565144999694624,0.6948584917476951,0.7746827217226395,0.7701935134871507,0.7663980916361547,0.781193505114347,0.6270712742562661,0.7674188106298019,0.7467916944813237,0.7242520844140955,0.7323889341704167,0.7146209674650712,0.7411344142408222,0.7124490713197705,0.7556869643904605,0.711638117215714,0.7529561409215748,0.7083466545239276,0.6817883899188469,0.7464056418240823,0.7108845331422252,0.744062789694703,0.7606258012039883,0.6857425546746605,0.7646616115319591,0.7258066402474085,0.7135453540808141,0.7407682485248123,0.7437181008627474,0.7776727195386637,0.72354839522144,0.7282587232915855,0.7193360649070937,1.0,0.7145780385672407,0.790878925663781,0.7624024544749662,0.7910776989632277,0.8112416301740413
ACH-000128,0.6880737334691657,0.7108524722838585,0.6766759226978712,0.7048386286706725,0.6529639325383165,0.7366488555373547,0.7127338652967538,0.7541928453721265,0.6866388251924236,0.7254834252299595,0.7268946109890273,0.6218525026017626,0.6816921098213831,0.7469626344358937,0.7392192094108495,0.7461043321863746,0.7347606978396221,0.6053174310454643,0.7273721288062155,0.7219526572205868,0.6951227027041683,0.7132679238462379,0.6861898399259295,0.7127079639480923,0.688668215904615,0.7226893102982272,0.6711990945050051,0.7313724092257979,0.6767874438554647,0.6639611533183798,0.7093834546457322,0.6866354374028674,0.7202055067785488,0.7088586379099509,0.6686369942653373,0.7154932970470751,0.7094057896441249,0.6948847154106113,0.7003920579714827,0.7106924749607523,0.7352374616010448,0.6679903670887398,0.7126993204513778,0.6845036905313014,0.7145780385672407,1.0,0.7605346924738678,0.735507376413927,0.7473412996589927,0.745952701343202
ACH-000887,0.7602767700234491,0.7714535640449268,0.7452037446210635,0.7589706963736753,0.7174317514090836,0.808060263996181,0.788612663467744,0.8380205752818282,0.7677991841158126,0.7958816515531859,0.8021792138501496,0.6948630327161417,0.7266856429105428,0.8220628885804072,0.8273456034209254,0.8111612785035106,0.7979301738684142,0.662293179711228,0.8049449603204556,0.787516722023938,0.7725513100567608,0.7710899539451214,0.7679982826745153,0.7795875923574621,0.7379137688599139,0.790092409119781,0.7382018356245253,0.8097624066768385,0.7496513366073301,0.71989402722428,0.7833392135287641,0.7493929056201559,0.7832864150619321,0.7928976166775518,0.7218816256727238,0.7936371328122391,0.7759094598895685,0.7416753253676162,0.7742457600372518,0.7959487330514079,0.810779963144325,0.7608470393480321,0.7826605837319703,0.7650124691188439,0.790878925663781,0.7605346924738678,1.0,0.8155256235652867,0.8269645395190584,0.8323867951470539
ACH-000676,0.7290945116000963,0.7486211551135523,0.7356938790451966,0.7404698335623217,0.6961581603360313,0.7813849362484151,0.7602295620229937,0.8187743587816255,0.7290707394254687,0.7723957701517825,0.7761437512506886,0.6583056461775212,0.7009228902514762,0.7988104846790183,0.808661323852449,0.7944728003467236,0.7752862093379309,0.6423585595634573,0.7868310757281838,0.769231774813025,0.7536666181159082,0.7610539095242871,0.7370225113799292,0.7741466222920339,0.7173774564059943,0.778568514048892,0.7063536756177472,0.78410949287242,0.7140283323646531,0.7090542127360935,0.7546502491404745,0.7289590858467294,0.7538658319803583,0.7604570075017153,0.7136825021592509,0.7628047571849116,0.7675525358772773,0.7306098363074198,0.7453477691655293,0.7805986326959056,0.7867015781385069,0.716725379652811,0.7624797803661113,0.7299577507251142,0.7624024544749662,0.735507376413927,0.8155256235652867,1.0,0.8002690730680857,0.8034386807575642
ACH-001329,0.7955118459844435,0.7789828466923393,0.7348039414834774,0.77337034266316,0.723208860137287,0.8272134284410813,0.7982024998584217,0.8388237021563606,0.7640149850757546,0.798146486036922,0.8026573002953039,0.7065486004758308,0.7419500640303751,0.8299764832612513,0.8469856177294459,0.8258067676019445,0.82886754485106,0.6835100446601242,0.8048222050564613,0.799469658853399,0.7611572091830316,0.7913750206141996,0.7752433583209003,0.7811044246243811,0.7486195508181154,0.7945851717397044,0.7602709299992249,0.8250550992092592,0.7503445602195805,0.7340601790591585,0.8000362750809571,0.7654219732421104,0.7929785302814449,0.8043816208513378,0.7190028063419525,0.8081098182436766,0.7655445832274403,0.753860549810223,0.797854950951858,0.7840128757405923,0.8076970384535064,0.7579093701373428,0.7985356771110139,0.7589841888755194,0.7910776989632277,0.7473412996589927,0.8269645395190584,0.8002690730680857,1.0,0.8450887683766118
ACH-001173,0.767871742520167,0.7632628964317616,0.7411950844864235,0.7685023511235275,0.7178398091244435,0.8038183152728903,0.8008534165929627,0.8318011906714926,0.7694641477839426,0.8044244654304729,0.813170783321992,0.7015040136286113,0.7572755610639255,0.8371645107809458,0.8288708376087577,0.8239391312042914,0.8317113569544121,0.669648131134378,0.8062912943528668,0.788748766219407,0.7666967984378749,0.783831397987364,0.7768384562218448,0.7779843758104744,0.7470663540060456,0.7929837342691948,0.7478474523658412,0.8052299768742754,0.7520814791395662,0.7218434171172199,0.7960019634278858,0.7479765310580421,0.7869632106617476,0.7948952958349953,0.7100502514937118,0.8106337401424476,0.7743728358002283,0.7329693744633677,0.7934488450213715,0.8172645216834299,0.8306462657553622,0.7747450444803116,0.7970946599762134,0.763919599100657,0.8112416301740413,0.745952701343202,0.8323867951470539,0.8034386807575642,0.8450887683766118,1.0
